comp_id,method,loop_id,probe_node,probe_graal_block_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,0,b7,7
56,java.util.HashMap.putVal,0,b44,44
57,java.lang.String.equals,0,b13,13
70,java.util.HashMap.resize,2,b23,23
70,java.util.HashMap.resize,0,b48,48
70,java.util.HashMap.resize,1,b62,62
80,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b18,18
80,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b21,21
80,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b24,24
81,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b9,9
81,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b12,12
81,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b15,15
84,java.lang.StringCoding.countPositives,0,b22,22
85,java.lang.StringCoding.countPositives,0,b11,11
135,BuboAgentCompilerMarkers.warmupMarkers,0,b2,2
135,BuboAgentCompilerMarkers.warmupMarkers,1,b5,5
135,BuboAgentCompilerMarkers.warmupMarkers,2,b8,8
136,BuboAgentCompilerMarkers.warmupMarkers,0,b0,0
136,BuboAgentCompilerMarkers.warmupMarkers,1,b3,3
136,BuboAgentCompilerMarkers.warmupMarkers,2,b6,6
162,java.io.BufferedInputStream.getBufIfOpen,0,b6,6
193,java.util.regex.Pattern$BmpCharPropertyGreedy.match,0,b9,9
206,java.util.Properties$LineReader.readLine,1,b66,66
206,java.util.Properties$LineReader.readLine,2,b98,98
206,java.util.Properties$LineReader.readLine,0,b113,113
206,java.util.Properties$LineReader.readLine,3,b139,139
207,java.util.Properties$LineReader.readLine,0,b0,0
207,java.util.Properties$LineReader.readLine,1,b23,23
207,java.util.Properties$LineReader.readLine,2,b32,32
207,java.util.Properties$LineReader.readLine,3,b64,64
208,java.util.Properties.loadConvert,0,b29,29
208,java.util.Properties.loadConvert,1,b49,49
209,java.util.Properties.loadConvert,0,b11,11
209,java.util.Properties.loadConvert,1,b30,30
220,java.lang.StringLatin1.indexOfChar,0,b11,11
227,java.lang.StringUTF16.compress,0,b36,36
228,java.lang.StringUTF16.compress,0,b15,15
229,java.util.Properties.loadConvert,0,b29,29
229,java.util.Properties.loadConvert,1,b49,49
230,java.util.Properties.loadConvert,0,b11,11
230,java.util.Properties.loadConvert,1,b30,30
244,java.lang.StringCoding.countNonZeroAsciiLatin1,0,b11,11
247,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b26,26
248,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b10,10
