comp_id,method,loop_id,probe_node,probe_graal_block_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,0,b7,7
56,java.util.HashMap.putVal,0,b44,44
63,java.lang.String.equals,0,b13,13
71,java.util.HashMap.resize,2,b23,23
71,java.util.HashMap.resize,0,b48,48
71,java.util.HashMap.resize,1,b62,62
85,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b18,18
85,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b21,21
85,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b24,24
86,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b9,9
86,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b12,12
86,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b15,15
89,java.lang.StringCoding.countPositives,0,b22,22
90,java.lang.StringCoding.countPositives,0,b11,11
140,BuboAgentCompilerMarkers.warmupMarkers,0,b2,2
140,BuboAgentCompilerMarkers.warmupMarkers,1,b5,5
140,BuboAgentCompilerMarkers.warmupMarkers,2,b8,8
141,BuboAgentCompilerMarkers.warmupMarkers,0,b0,0
141,BuboAgentCompilerMarkers.warmupMarkers,1,b3,3
141,BuboAgentCompilerMarkers.warmupMarkers,2,b6,6
165,java.io.BufferedInputStream.getBufIfOpen,0,b6,6
195,java.util.regex.Pattern$BmpCharPropertyGreedy.match,0,b6,6
207,java.util.Properties$LineReader.readLine,1,b66,66
207,java.util.Properties$LineReader.readLine,2,b98,98
207,java.util.Properties$LineReader.readLine,0,b113,113
207,java.util.Properties$LineReader.readLine,3,b139,139
208,java.util.Properties$LineReader.readLine,0,b0,0
208,java.util.Properties$LineReader.readLine,1,b23,23
208,java.util.Properties$LineReader.readLine,2,b32,32
208,java.util.Properties$LineReader.readLine,3,b64,64
209,java.util.Properties.loadConvert,0,b29,29
209,java.util.Properties.loadConvert,1,b49,49
210,java.util.Properties.loadConvert,0,b11,11
210,java.util.Properties.loadConvert,1,b30,30
221,java.lang.StringLatin1.indexOfChar,0,b11,11
228,java.lang.StringUTF16.compress,0,b36,36
229,java.lang.StringUTF16.compress,0,b15,15
230,java.util.Properties.loadConvert,0,b29,29
230,java.util.Properties.loadConvert,1,b49,49
231,java.util.Properties.loadConvert,0,b11,11
231,java.util.Properties.loadConvert,1,b30,30
244,java.lang.StringCoding.countNonZeroAsciiLatin1,0,b11,11
248,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b26,26
249,jdk.internal.jimage.ImageStringsReader.unmaskedHashCode,0,b10,10
