comp_id,method,loop_id,probe_node,probe_graal_block_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,0,b7,7
56,java.util.HashMap.putVal,0,b41,41
57,java.lang.String.equals,0,b13,13
66,java.util.HashMap.resize,2,b23,23
66,java.util.HashMap.resize,0,b48,48
66,java.util.HashMap.resize,1,b62,62
80,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b18,18
80,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b21,21
80,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b24,24
81,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b9,9
81,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b12,12
81,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b15,15
84,java.lang.StringCoding.countPositives,0,b22,22
85,java.lang.StringCoding.countPositives,0,b11,11
135,BuboAgentCompilerMarkers.warmupMarkers,0,b2,2
135,BuboAgentCompilerMarkers.warmupMarkers,1,b5,5
135,BuboAgentCompilerMarkers.warmupMarkers,2,b8,8
136,BuboAgentCompilerMarkers.warmupMarkers,0,b0,0
136,BuboAgentCompilerMarkers.warmupMarkers,1,b3,3
136,BuboAgentCompilerMarkers.warmupMarkers,2,b6,6
1193,java.io.DataOutputStream.writeUTF,0,b9,9
1193,java.io.DataOutputStream.writeUTF,1,b24,24
1196,stmbench7.operations.SetupDataStructure.performOperation,1,b9,9
1196,stmbench7.operations.SetupDataStructure.performOperation,0,b53,53
1196,stmbench7.operations.SetupDataStructure.performOperation,2,b61,61
1197,stmbench7.operations.SetupDataStructure.performOperation,5,b4,4
1197,stmbench7.operations.SetupDataStructure.performOperation,0,b12,12
1197,stmbench7.operations.SetupDataStructure.performOperation,1,b51,51
1197,stmbench7.operations.SetupDataStructure.performOperation,2,b108,108
1197,stmbench7.operations.SetupDataStructure.performOperation,3,b139,139
1197,stmbench7.operations.SetupDataStructure.performOperation,4,b170,170
1204,scala.concurrent.stm.ccstm.TxnSlotManager.release,0,b15,15
1207,stmbench7.operations.ShortTraversal9.traverse,1,b29,29
1207,stmbench7.operations.ShortTraversal9.traverse,0,b47,47
1209,java.lang.AbstractStringBuilder.<init>,0,b3,3
1211,sun.net.www.protocol.jar.URLJarFile.getEntry,0,b5,5
1219,stmbench7.operations.ShortTraversal9.traverse,1,b29,29
1219,stmbench7.operations.ShortTraversal9.traverse,0,b47,47
1218,stmbench7.scalastm.AtomicPartImpl$$Lambda/0x000000008019f040.applyVoid,0,b40,40
1220,java.lang.StringBuffer.append,0,b28,28
1223,stmbench7.operations.Query4.performOperation,1,b9,9
1223,stmbench7.operations.Query4.performOperation,0,b28,28
1223,stmbench7.operations.Query4.performOperation,2,b34,34
1229,stmbench7.operations.Query4.performOperation,0,b0,0
1229,stmbench7.operations.Query4.performOperation,2,b27,27
1229,stmbench7.operations.Query4.performOperation,3,b39,39
1229,stmbench7.operations.Query4.performOperation,1,b183,183
1232,scala.concurrent.stm.ccstm.TxnSlotManager.endLookup,0,b17,17
1235,stmbench7.operations.ShortTraversal9.traverse,1,b29,29
1235,stmbench7.operations.ShortTraversal9.traverse,0,b47,47
1240,java.lang.StringBuilder.append,0,b11,11
162,java.io.BufferedInputStream.getBufIfOpen,0,b6,6
1248,scala.concurrent.stm.ccstm.InTxnRefOps.unrecordedRead,1,b29,29
1248,scala.concurrent.stm.ccstm.InTxnRefOps.unrecordedRead,0,b56,56
