comp_id,method,node,loop_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b8,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b9,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b10,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b11,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b12,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b13,0
57,java.util.HashMap.putVal,b39,0
57,java.util.HashMap.putVal,b40,0
57,java.util.HashMap.putVal,b42,0
59,java.lang.String.equals,b12,0
59,java.lang.String.equals,b13,0
59,java.lang.String.equals,b14,0
69,java.util.HashMap.resize,b24,2
69,java.util.HashMap.resize,b25,2
69,java.util.HashMap.resize,b49,0
69,java.util.HashMap.resize,b50,0
69,java.util.HashMap.resize,b51,0
69,java.util.HashMap.resize,b52,0
69,java.util.HashMap.resize,b53,0
69,java.util.HashMap.resize,b54,0
69,java.util.HashMap.resize,b56,0
69,java.util.HashMap.resize,b59,0
69,java.util.HashMap.resize,b60,0
69,java.util.HashMap.resize,b61,0
69,java.util.HashMap.resize,b62,0
69,java.util.HashMap.resize,b63,1
69,java.util.HashMap.resize,b64,1
69,java.util.HashMap.resize,b65,1
69,java.util.HashMap.resize,b66,1
69,java.util.HashMap.resize,b67,1
69,java.util.HashMap.resize,b68,1
69,java.util.HashMap.resize,b69,1
69,java.util.HashMap.resize,b70,1
69,java.util.HashMap.resize,b71,1
69,java.util.HashMap.resize,b72,0
69,java.util.HashMap.resize,b73,0
69,java.util.HashMap.resize,b74,0
69,java.util.HashMap.resize,b75,0
69,java.util.HashMap.resize,b76,0
69,java.util.HashMap.resize,b77,0
88,java.util.Properties$LineReader.readLine,b39,5
88,java.util.Properties$LineReader.readLine,b40,5
88,java.util.Properties$LineReader.readLine,b43,5
88,java.util.Properties$LineReader.readLine,b54,3
88,java.util.Properties$LineReader.readLine,b55,3
88,java.util.Properties$LineReader.readLine,b56,3
88,java.util.Properties$LineReader.readLine,b57,3
88,java.util.Properties$LineReader.readLine,b59,3
88,java.util.Properties$LineReader.readLine,b60,3
88,java.util.Properties$LineReader.readLine,b62,3
88,java.util.Properties$LineReader.readLine,b63,4
88,java.util.Properties$LineReader.readLine,b64,4
88,java.util.Properties$LineReader.readLine,b67,4
88,java.util.Properties$LineReader.readLine,b68,3
88,java.util.Properties$LineReader.readLine,b70,3
88,java.util.Properties$LineReader.readLine,b72,3
88,java.util.Properties$LineReader.readLine,b75,0
88,java.util.Properties$LineReader.readLine,b76,0
88,java.util.Properties$LineReader.readLine,b77,0
