Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.166, Slowdown Time: 0.273, Percentage Increase: 64.45783132530121%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.626, Slowdown Time: 1.548, Percentage Increase: 147.28434504792332%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.548, Slowdown Time: 1.003, Percentage Increase: 83.02919708029194%
Method: LoopBenchmarks::crc32Loop, Block ID: 85, Normal Time: 0.616, Slowdown Time: 1.16, Percentage Increase: 88.3116883116883%
Method: LoopBenchmarks::crc32Loop, Block ID: 86, Normal Time: 0.585, Slowdown Time: 1.171, Percentage Increase: 100.1709401709402%
Method: LoopBenchmarks::crc32Loop, Block ID: 87, Normal Time: 0.518, Slowdown Time: 1.309, Percentage Increase: 152.70270270270268%
Method: LoopBenchmarks::crc32Loop, Block ID: 88, Normal Time: 0.637, Slowdown Time: 1.039, Percentage Increase: 63.108320251177375%
Method: LoopBenchmarks::crc32Loop, Block ID: 89, Normal Time: 0.557, Slowdown Time: 1.192, Percentage Increase: 114.00359066427286%
Method: LoopBenchmarks::crc32Loop, Block ID: 90, Normal Time: 0.57, Slowdown Time: 1.07, Percentage Increase: 87.71929824561407%
Method: LoopBenchmarks::crc32Loop, Block ID: 91, Normal Time: 0.33, Slowdown Time: 0.309, Percentage Increase: -6.363636363636369%
Method: LoopBenchmarks::crc32Loop, Block ID: 27, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 92, Normal Time: 0.486, Slowdown Time: 1.202, Percentage Increase: 147.32510288065842%
Method: LoopBenchmarks::crc32Loop, Block ID: 29, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 93, Normal Time: 0.462, Slowdown Time: 1.152, Percentage Increase: 149.35064935064932%
Method: LoopBenchmarks::crc32Loop, Block ID: 94, Normal Time: 0.524, Slowdown Time: 0.955, Percentage Increase: 82.25190839694655%
Method: LoopBenchmarks::crc32Loop, Block ID: 31, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 95, Normal Time: 0.589, Slowdown Time: 1.216, Percentage Increase: 106.45161290322582%
