Method: LoopBenchmarks::crc32Loop, Block ID: 81, Normal Time: 0.273, Slowdown Time: 0.521, Percentage Increase: 90.84249084249083%
Method: LoopBenchmarks::crc32Loop, Block ID: 18, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.812, Slowdown Time: 1.545, Percentage Increase: 90.27093596059112%
Method: LoopBenchmarks::crc32Loop, Block ID: 19, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.568, Slowdown Time: 1.036, Percentage Increase: 82.39436619718312%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.576, Slowdown Time: 1.126, Percentage Increase: 95.4861111111111%
Method: LoopBenchmarks::crc32Loop, Block ID: 20, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 85, Normal Time: 0.566, Slowdown Time: 1.14, Percentage Increase: 101.41342756183747%
Method: LoopBenchmarks::crc32Loop, Block ID: 86, Normal Time: 0.591, Slowdown Time: 1.209, Percentage Increase: 104.56852791878175%
Method: LoopBenchmarks::crc32Loop, Block ID: 23, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 87, Normal Time: 0.578, Slowdown Time: 1.093, Percentage Increase: 89.10034602076125%
Method: LoopBenchmarks::crc32Loop, Block ID: 88, Normal Time: 0.567, Slowdown Time: 1.245, Percentage Increase: 119.57671957671963%
Method: LoopBenchmarks::crc32Loop, Block ID: 24, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 25, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 89, Normal Time: 0.649, Slowdown Time: 1.143, Percentage Increase: 76.1171032357473%
Method: LoopBenchmarks::crc32Loop, Block ID: 26, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 90, Normal Time: 0.503, Slowdown Time: 1.006, Percentage Increase: 100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 27, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 91, Normal Time: 0.483, Slowdown Time: 1.207, Percentage Increase: 149.89648033126298%
Method: LoopBenchmarks::crc32Loop, Block ID: 92, Normal Time: 0.525, Slowdown Time: 1.147, Percentage Increase: 118.47619047619047%
Method: LoopBenchmarks::crc32Loop, Block ID: 93, Normal Time: 0.58, Slowdown Time: 1.014, Percentage Increase: 74.82758620689657%
Method: LoopBenchmarks::crc32Loop, Block ID: 94, Normal Time: 0.565, Slowdown Time: 1.17, Percentage Increase: 107.07964601769913%
Method: LoopBenchmarks::crc32Loop, Block ID: 31, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 95, Normal Time: 0.524, Slowdown Time: 1.049, Percentage Increase: 100.19083969465647%
Method: LoopBenchmarks::crc32Loop, Block ID: 96, Normal Time: 0.591, Slowdown Time: 1.017, Percentage Increase: 72.08121827411166%
Method: LoopBenchmarks::crc32Loop, Block ID: 32, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 97, Normal Time: 0.511, Slowdown Time: 1.059, Percentage Increase: 107.24070450097847%
Method: LoopBenchmarks::crc32Loop, Block ID: 33, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Median Percentage Increase: 100.0%
Method: LoopBenchmarks::main, Block ID: 22400, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 11393, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 78016, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 39622, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 56838, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 83847, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 56839, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56840, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 3.79, Slowdown Time: 3.82, Percentage Increase: 0.7915567282321848%
Method: LoopBenchmarks::main, Block ID: 10906, Normal Time: 0.261, Slowdown Time: 0.231, Percentage Increase: -11.494252873563218%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51101, Normal Time: 0.322, Slowdown Time: 0.388, Percentage Increase: 20.496894409937887%
Method: LoopBenchmarks::main, Block ID: 33885, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10910, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 33886, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 51102, Normal Time: 2.404, Slowdown Time: 2.339, Percentage Increase: -2.7038269550748733%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.012, Slowdown Time: 0.009, Percentage Increase: -25.000000000000007%
Method: LoopBenchmarks::main, Block ID: 51103, Normal Time: 0.022, Slowdown Time: 0.023, Percentage Increase: 4.545454545454549%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.006, Slowdown Time: 0.003, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 51104, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10913, Normal Time: 0.006, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10914, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28136, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 28137, Normal Time: 0.021, Slowdown Time: 0.015, Percentage Increase: -28.57142857142858%
Method: LoopBenchmarks::main, Block ID: 59881, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28138, Normal Time: 0.003, Slowdown Time: 0.006, Percentage Increase: 100.0%
Method: LoopBenchmarks::main, Block ID: 28139, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28140, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28141, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 62578, Normal Time: 0.007, Slowdown Time: 0.01, Percentage Increase: 42.857142857142854%
Method: LoopBenchmarks::main, Block ID: 28147, Normal Time: 0.011, Slowdown Time: 0.016, Percentage Increase: 45.45454545454547%
Method: LoopBenchmarks::main, Block ID: 62579, Normal Time: 0.006, Slowdown Time: 0.003, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 28148, Normal Time: 0.162, Slowdown Time: 0.145, Percentage Increase: -10.493827160493836%
Method: LoopBenchmarks::main, Block ID: 28149, Normal Time: 1.263, Slowdown Time: 1.286, Percentage Increase: 1.8210609659540884%
Method: LoopBenchmarks::main, Block ID: 28150, Normal Time: 0.421, Slowdown Time: 0.402, Percentage Increase: -4.513064133016618%
Method: LoopBenchmarks::main, Block ID: 28151, Normal Time: 0.116, Slowdown Time: 0.127, Percentage Increase: 9.482758620689651%
Method: LoopBenchmarks::main, Block ID: 28152, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: LoopBenchmarks::main, Block ID: 28153, Normal Time: 0.085, Slowdown Time: 0.075, Percentage Increase: -11.764705882352951%
Method: LoopBenchmarks::main, Block ID: 62586, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22394, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22395, Normal Time: 0.004, Slowdown Time: 0.002, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 68346, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 74106, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22396, Normal Time: 0.015, Slowdown Time: 0.015, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22397, Normal Time: 0.005, Slowdown Time: 0.007, Percentage Increase: 40.0%
Method: LoopBenchmarks::main, Block ID: 68348, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22398, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::main, Median Percentage Increase: 30.248447204968944%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 192, Normal Time: 0.003, Slowdown Time: 0.025, Percentage Increase: 733.3333333333334%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 193, Normal Time: 0.0, Slowdown Time: 0.026, Percentage Increase: 0.0%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 194, Normal Time: 0.017, Slowdown Time: 0.044, Percentage Increase: 158.82352941176467%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 195, Normal Time: 3.296, Slowdown Time: 6.863, Percentage Increase: 108.22208737864081%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 196, Normal Time: 0.174, Slowdown Time: 0.335, Percentage Increase: 92.52873563218394%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 197, Normal Time: 1.586, Slowdown Time: 3.353, Percentage Increase: 111.41235813366961%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 198, Normal Time: 0.275, Slowdown Time: 0.622, Percentage Increase: 126.18181818181817%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 199, Normal Time: 0.001, Slowdown Time: 0.015, Percentage Increase: 1399.9999999999998%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 200, Normal Time: 0.502, Slowdown Time: 0.778, Percentage Increase: 54.98007968127491%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 201, Normal Time: 0.065, Slowdown Time: 0.131, Percentage Increase: 101.53846153846153%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 202, Normal Time: 0.03, Slowdown Time: 0.091, Percentage Increase: 203.33333333333331%
Method: LoopBenchmarks::editDistanceLoop, Block ID: 204, Normal Time: 0.0, Slowdown Time: 0.004, Percentage Increase: 0.0%
