Method: LoopBenchmarks::main, Block ID: 22400, Normal Time: 0.001, Slowdown Time: 0.005, Percentage Increase: 400.0%
Method: LoopBenchmarks::main, Block ID: 62592, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 22401, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22402, Normal Time: 0.019, Slowdown Time: 0.019, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 11394, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 74115, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 16648, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 56845, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 68369, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.015, Slowdown Time: 0.024, Percentage Increase: 60.00000000000001%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10907, Normal Time: 0.028, Slowdown Time: 0.026, Percentage Increase: -7.1428571428571495%
Method: LoopBenchmarks::main, Block ID: 35355, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 4.069, Slowdown Time: 4.058, Percentage Increase: -0.2703366920619346%
Method: LoopBenchmarks::main, Block ID: 10910, Normal Time: 0.036, Slowdown Time: 0.026, Percentage Increase: -27.777777777777775%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.008, Slowdown Time: 0.015, Percentage Increase: 87.49999999999999%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.005, Slowdown Time: 0.004, Percentage Increase: -20.0%
Method: LoopBenchmarks::main, Block ID: 289, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10913, Normal Time: 0.016, Slowdown Time: 0.017, Percentage Increase: 6.250000000000005%
Method: LoopBenchmarks::main, Block ID: 51107, Normal Time: 0.014, Slowdown Time: 0.009, Percentage Increase: -35.71428571428572%
Method: LoopBenchmarks::main, Block ID: 51108, Normal Time: 0.025, Slowdown Time: 0.022, Percentage Increase: -12.00000000000001%
Method: LoopBenchmarks::main, Block ID: 51109, Normal Time: 2.729, Slowdown Time: 2.749, Percentage Increase: 0.7328691828508618%
Method: LoopBenchmarks::main, Block ID: 51110, Normal Time: 0.023, Slowdown Time: 0.019, Percentage Increase: -17.391304347826086%
Method: LoopBenchmarks::main, Block ID: 51111, Normal Time: 0.017, Slowdown Time: 0.011, Percentage Increase: -35.29411764705883%
Method: LoopBenchmarks::main, Block ID: 51112, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 77765, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 53706, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 39627, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 39628, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 33891, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22884, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28140, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28141, Normal Time: 0.028, Slowdown Time: 0.029, Percentage Increase: 3.5714285714285747%
Method: LoopBenchmarks::main, Block ID: 28142, Normal Time: 0.02, Slowdown Time: 0.014, Percentage Increase: -30.0%
Method: LoopBenchmarks::main, Block ID: 28143, Normal Time: 0.006, Slowdown Time: 0.011, Percentage Increase: 83.33333333333331%
Method: LoopBenchmarks::main, Block ID: 28144, Normal Time: 0.003, Slowdown Time: 0.001, Percentage Increase: -66.66666666666666%
Method: LoopBenchmarks::main, Block ID: 28145, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28146, Normal Time: 0.021, Slowdown Time: 0.019, Percentage Increase: -9.52380952380953%
Method: LoopBenchmarks::main, Block ID: 17142, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28151, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::main, Block ID: 62583, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28152, Normal Time: 0.051, Slowdown Time: 0.045, Percentage Increase: -11.764705882352938%
Method: LoopBenchmarks::main, Block ID: 62584, Normal Time: 0.01, Slowdown Time: 0.003, Percentage Increase: -70.0%
Method: LoopBenchmarks::main, Block ID: 28153, Normal Time: 1.877, Slowdown Time: 1.997, Percentage Increase: 6.393180607352162%
Method: LoopBenchmarks::main, Block ID: 62585, Normal Time: 0.004, Slowdown Time: 0.01, Percentage Increase: 150.0%
Method: LoopBenchmarks::main, Block ID: 28154, Normal Time: 1.564, Slowdown Time: 1.524, Percentage Increase: -2.55754475703325%
Method: LoopBenchmarks::main, Block ID: 28155, Normal Time: 0.44, Slowdown Time: 0.443, Percentage Increase: 0.6818181818181824%
Method: LoopBenchmarks::main, Block ID: 22396, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 28156, Normal Time: 0.116, Slowdown Time: 0.119, Percentage Increase: 2.5862068965517144%
Method: LoopBenchmarks::main, Block ID: 22397, Normal Time: 0.022, Slowdown Time: 0.027, Percentage Increase: 22.727272727272734%
Method: LoopBenchmarks::main, Block ID: 28157, Normal Time: 0.051, Slowdown Time: 0.049, Percentage Increase: -3.9215686274509705%
Method: LoopBenchmarks::main, Block ID: 22398, Normal Time: 0.024, Slowdown Time: 0.019, Percentage Increase: -20.833333333333336%
Method: LoopBenchmarks::main, Block ID: 28158, Normal Time: 1.779, Slowdown Time: 1.687, Percentage Increase: -5.1714446318156195%
Method: LoopBenchmarks::main, Block ID: 22399, Normal Time: 0.006, Slowdown Time: 0.004, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::main, Block ID: 28159, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::main, Median Percentage Increase: 41.363636363636374%
Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.344, Slowdown Time: 0.564, Percentage Increase: 63.95348837209303%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.806, Slowdown Time: 1.567, Percentage Increase: 94.4168734491315%
Method: LoopBenchmarks::crc32Loop, Block ID: 20, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.555, Slowdown Time: 0.956, Percentage Increase: 72.25225225225222%
Method: LoopBenchmarks::crc32Loop, Block ID: 21, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
