Method: LoopBenchmarks::main, Block ID: 11394, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 11395, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 56841, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56842, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 83851, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.016, Slowdown Time: 0.017, Percentage Increase: 6.250000000000005%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10907, Normal Time: 0.035, Slowdown Time: 0.038, Percentage Increase: 8.571428571428559%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 4.071, Slowdown Time: 4.074, Percentage Increase: 0.07369196757553706%
Method: LoopBenchmarks::main, Block ID: 10910, Normal Time: 0.039, Slowdown Time: 0.038, Percentage Increase: -2.5641025641025665%
Method: LoopBenchmarks::main, Block ID: 51102, Normal Time: 0.01, Slowdown Time: 0.004, Percentage Increase: -60.0%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.005, Slowdown Time: 0.003, Percentage Increase: -40.0%
Method: LoopBenchmarks::main, Block ID: 51103, Normal Time: 0.305, Slowdown Time: 0.352, Percentage Increase: 15.409836065573767%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: LoopBenchmarks::main, Block ID: 51104, Normal Time: 2.436, Slowdown Time: 2.397, Percentage Increase: -1.6009852216748828%
Method: LoopBenchmarks::main, Block ID: 10913, Normal Time: 0.014, Slowdown Time: 0.011, Percentage Increase: -21.428571428571434%
Method: LoopBenchmarks::main, Block ID: 51105, Normal Time: 0.044, Slowdown Time: 0.044, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51106, Normal Time: 0.015, Slowdown Time: 0.015, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10914, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 78012, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 39623, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::main, Block ID: 28123, Normal Time: 0.027, Slowdown Time: 0.023, Percentage Increase: -14.814814814814813%
Method: LoopBenchmarks::main, Block ID: 28124, Normal Time: 0.021, Slowdown Time: 0.022, Percentage Increase: 4.761904761904749%
Method: LoopBenchmarks::main, Block ID: 28125, Normal Time: 0.003, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28126, Normal Time: 0.004, Slowdown Time: 0.001, Percentage Increase: -75.0%
Method: LoopBenchmarks::main, Block ID: 33886, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 33887, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 28127, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28128, Normal Time: 0.031, Slowdown Time: 0.036, Percentage Increase: 16.12903225806451%
Method: LoopBenchmarks::main, Block ID: 28133, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: LoopBenchmarks::main, Block ID: 22886, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28135, Normal Time: 2.111, Slowdown Time: 2.089, Percentage Increase: -1.0421601136902054%
Method: LoopBenchmarks::main, Block ID: 28136, Normal Time: 1.325, Slowdown Time: 1.341, Percentage Increase: 1.2075471698113218%
Method: LoopBenchmarks::main, Block ID: 28137, Normal Time: 0.437, Slowdown Time: 0.436, Percentage Increase: -0.2288329519450803%
Method: LoopBenchmarks::main, Block ID: 28138, Normal Time: 0.127, Slowdown Time: 0.126, Percentage Increase: -0.7874015748031503%
Method: LoopBenchmarks::main, Block ID: 28139, Normal Time: 0.081, Slowdown Time: 0.076, Percentage Increase: -6.172839506172845%
Method: LoopBenchmarks::main, Block ID: 22380, Normal Time: 0.021, Slowdown Time: 0.03, Percentage Increase: 42.85714285714285%
Method: LoopBenchmarks::main, Block ID: 28140, Normal Time: 2.492, Slowdown Time: 2.501, Percentage Increase: 0.3611556982343458%
Method: LoopBenchmarks::main, Block ID: 22381, Normal Time: 0.015, Slowdown Time: 0.017, Percentage Increase: 13.333333333333346%
Method: LoopBenchmarks::main, Block ID: 28141, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 47597, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22382, Normal Time: 0.005, Slowdown Time: 0.008, Percentage Increase: 60.0%
Method: LoopBenchmarks::main, Block ID: 22383, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::main, Block ID: 59887, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 22384, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: LoopBenchmarks::main, Block ID: 22385, Normal Time: 0.039, Slowdown Time: 0.023, Percentage Increase: -41.02564102564102%
Method: LoopBenchmarks::main, Block ID: 62580, Normal Time: 0.006, Slowdown Time: 0.008, Percentage Increase: 33.33333333333333%
Method: LoopBenchmarks::main, Block ID: 62581, Normal Time: 0.008, Slowdown Time: 0.006, Percentage Increase: -25.0%
Method: LoopBenchmarks::main, Block ID: 16633, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 62587, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 62588, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 68348, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 16638, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Median Percentage Increase: 15.409836065573767%
Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.176, Slowdown Time: 0.308, Percentage Increase: 75.00000000000001%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.665, Slowdown Time: 1.265, Percentage Increase: 90.22556390977441%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.554, Slowdown Time: 1.194, Percentage Increase: 115.5234657039711%
Method: LoopBenchmarks::crc32Loop, Block ID: 85, Normal Time: 0.484, Slowdown Time: 1.202, Percentage Increase: 148.34710743801654%
Method: LoopBenchmarks::crc32Loop, Block ID: 86, Normal Time: 0.733, Slowdown Time: 1.12, Percentage Increase: 52.796725784447496%
Method: LoopBenchmarks::crc32Loop, Block ID: 87, Normal Time: 0.619, Slowdown Time: 1.219, Percentage Increase: 96.93053311793216%
Method: LoopBenchmarks::crc32Loop, Block ID: 88, Normal Time: 0.584, Slowdown Time: 1.075, Percentage Increase: 84.07534246575344%
Method: LoopBenchmarks::crc32Loop, Block ID: 89, Normal Time: 0.722, Slowdown Time: 1.177, Percentage Increase: 63.01939058171746%
Method: LoopBenchmarks::crc32Loop, Block ID: 90, Normal Time: 0.676, Slowdown Time: 1.046, Percentage Increase: 54.733727810650876%
