Method: LoopBenchmarks::main, Block ID: 79872, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56842, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56843, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 83852, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.019, Slowdown Time: 0.024, Percentage Increase: 26.315789473684216%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10907, Normal Time: 0.029, Slowdown Time: 0.019, Percentage Increase: -34.48275862068966%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 4.06, Slowdown Time: 4.065, Percentage Increase: 0.12315270935962516%
Method: LoopBenchmarks::main, Block ID: 10910, Normal Time: 0.05, Slowdown Time: 0.043, Percentage Increase: -14.000000000000012%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.009, Slowdown Time: 0.009, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.005, Slowdown Time: 0.006, Percentage Increase: 20.0%
Method: LoopBenchmarks::main, Block ID: 51104, Normal Time: 0.009, Slowdown Time: 0.005, Percentage Increase: -44.444444444444436%
Method: LoopBenchmarks::main, Block ID: 10913, Normal Time: 0.014, Slowdown Time: 0.014, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51105, Normal Time: 0.338, Slowdown Time: 0.362, Percentage Increase: 7.1005917159763206%
Method: LoopBenchmarks::main, Block ID: 51106, Normal Time: 2.418, Slowdown Time: 2.389, Percentage Increase: -1.1993382961125045%
Method: LoopBenchmarks::main, Block ID: 51107, Normal Time: 0.042, Slowdown Time: 0.035, Percentage Increase: -16.666666666666664%
Method: LoopBenchmarks::main, Block ID: 51108, Normal Time: 0.013, Slowdown Time: 0.02, Percentage Increase: 53.846153846153854%
Method: LoopBenchmarks::main, Block ID: 45365, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 53701, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 53702, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 39625, Normal Time: 0.003, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28124, Normal Time: 0.025, Slowdown Time: 0.032, Percentage Increase: 27.999999999999996%
Method: LoopBenchmarks::main, Block ID: 28125, Normal Time: 0.013, Slowdown Time: 0.012, Percentage Increase: -7.692307692307685%
