Method: LoopBenchmarks::crc32Loop, Block ID: 82, Normal Time: 0.152, Slowdown Time: 0.3, Percentage Increase: 97.36842105263158%
Method: LoopBenchmarks::crc32Loop, Block ID: 83, Normal Time: 0.595, Slowdown Time: 1.269, Percentage Increase: 113.27731092436974%
Method: LoopBenchmarks::crc32Loop, Block ID: 84, Normal Time: 0.588, Slowdown Time: 1.066, Percentage Increase: 81.29251700680274%
Method: LoopBenchmarks::crc32Loop, Block ID: 85, Normal Time: 0.652, Slowdown Time: 1.248, Percentage Increase: 91.41104294478527%
Method: LoopBenchmarks::crc32Loop, Block ID: 86, Normal Time: 0.577, Slowdown Time: 1.196, Percentage Increase: 107.27902946273831%
Method: LoopBenchmarks::crc32Loop, Block ID: 87, Normal Time: 0.503, Slowdown Time: 1.19, Percentage Increase: 136.58051689860832%
Method: LoopBenchmarks::crc32Loop, Block ID: 88, Normal Time: 0.654, Slowdown Time: 1.302, Percentage Increase: 99.08256880733944%
Method: LoopBenchmarks::crc32Loop, Block ID: 89, Normal Time: 0.606, Slowdown Time: 1.259, Percentage Increase: 107.75577557755776%
Method: LoopBenchmarks::crc32Loop, Block ID: 26, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 90, Normal Time: 0.54, Slowdown Time: 1.069, Percentage Increase: 97.96296296296293%
Method: LoopBenchmarks::crc32Loop, Block ID: 27, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 91, Normal Time: 0.341, Slowdown Time: 0.471, Percentage Increase: 38.1231671554252%
Method: LoopBenchmarks::crc32Loop, Block ID: 92, Normal Time: 0.509, Slowdown Time: 1.064, Percentage Increase: 109.03732809430255%
Method: LoopBenchmarks::crc32Loop, Block ID: 29, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 93, Normal Time: 0.469, Slowdown Time: 0.818, Percentage Increase: 74.4136460554371%
Method: LoopBenchmarks::crc32Loop, Block ID: 30, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 94, Normal Time: 0.525, Slowdown Time: 1.04, Percentage Increase: 98.09523809523809%
Method: LoopBenchmarks::crc32Loop, Block ID: 95, Normal Time: 0.586, Slowdown Time: 1.137, Percentage Increase: 94.02730375426623%
Method: LoopBenchmarks::crc32Loop, Block ID: 96, Normal Time: 0.576, Slowdown Time: 1.007, Percentage Increase: 74.82638888888889%
Method: LoopBenchmarks::crc32Loop, Block ID: 97, Normal Time: 0.588, Slowdown Time: 1.253, Percentage Increase: 113.09523809523809%
Method: LoopBenchmarks::crc32Loop, Block ID: 34, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 98, Normal Time: 0.448, Slowdown Time: 0.996, Percentage Increase: 122.32142857142858%
Method: LoopBenchmarks::crc32Loop, Block ID: 99, Normal Time: 0.444, Slowdown Time: 0.924, Percentage Increase: 108.10810810810811%
Method: LoopBenchmarks::crc32Loop, Block ID: 36, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Block ID: 37, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::crc32Loop, Median Percentage Increase: 99.08256880733944%
Method: LoopBenchmarks::main, Block ID: 78021, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 39625, Normal Time: 0.002, Slowdown Time: 0.004, Percentage Increase: 100.0%
Method: LoopBenchmarks::main, Block ID: 56841, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 56842, Normal Time: 0.004, Slowdown Time: 0.003, Percentage Increase: -25.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51097, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 4.057, Slowdown Time: 4.061, Percentage Increase: 0.09859502095143108%
Method: LoopBenchmarks::main, Block ID: 28124, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::main, Block ID: 284, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28125, Normal Time: 0.018, Slowdown Time: 0.019, Percentage Increase: 5.555555555555561%
Method: LoopBenchmarks::main, Block ID: 28126, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.006, Slowdown Time: 0.01, Percentage Increase: 66.66666666666666%
Method: LoopBenchmarks::main, Block ID: 28127, Normal Time: 0.004, Slowdown Time: 0.005, Percentage Increase: 25.0%
Method: LoopBenchmarks::main, Block ID: 51103, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.005, Slowdown Time: 0.0, Percentage Increase: -100.0%
