Method: LoopBenchmarks::main, Block ID: 79872, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56841, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 56842, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 56843, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 35604, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10904, Normal Time: 0.017, Slowdown Time: 0.022, Percentage Increase: 29.411764705882337%
Method: LoopBenchmarks::main, Block ID: 10905, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10906, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10907, Normal Time: 0.049, Slowdown Time: 0.043, Percentage Increase: -12.244897959183684%
Method: LoopBenchmarks::main, Block ID: 10908, Normal Time: 4.076, Slowdown Time: 4.103, Percentage Increase: 0.6624141315014754%
Method: LoopBenchmarks::main, Block ID: 285, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10910, Normal Time: 0.043, Slowdown Time: 0.04, Percentage Increase: -6.976744186046502%
Method: LoopBenchmarks::main, Block ID: 10911, Normal Time: 0.005, Slowdown Time: 0.005, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 10912, Normal Time: 0.008, Slowdown Time: 0.008, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51104, Normal Time: 0.008, Slowdown Time: 0.009, Percentage Increase: 12.49999999999999%
Method: LoopBenchmarks::main, Block ID: 10913, Normal Time: 0.025, Slowdown Time: 0.027, Percentage Increase: 7.999999999999993%
Method: LoopBenchmarks::main, Block ID: 51105, Normal Time: 0.368, Slowdown Time: 0.36, Percentage Increase: -2.173913043478263%
Method: LoopBenchmarks::main, Block ID: 51106, Normal Time: 2.436, Slowdown Time: 2.402, Percentage Increase: -1.395730706075526%
Method: LoopBenchmarks::main, Block ID: 10914, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 51107, Normal Time: 0.021, Slowdown Time: 0.023, Percentage Increase: 9.523809523809515%
Method: LoopBenchmarks::main, Block ID: 51108, Normal Time: 0.025, Slowdown Time: 0.022, Percentage Increase: -12.00000000000001%
Method: LoopBenchmarks::main, Block ID: 45364, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 39624, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28124, Normal Time: 0.036, Slowdown Time: 0.034, Percentage Increase: -5.555555555555541%
Method: LoopBenchmarks::main, Block ID: 28125, Normal Time: 0.02, Slowdown Time: 0.021, Percentage Increase: 5.000000000000004%
Method: LoopBenchmarks::main, Block ID: 28126, Normal Time: 0.006, Slowdown Time: 0.006, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28127, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 33887, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 28128, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::main, Block ID: 33888, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 28129, Normal Time: 0.044, Slowdown Time: 0.049, Percentage Increase: 11.363636363636374%
Method: LoopBenchmarks::main, Block ID: 22882, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::main, Block ID: 28134, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
