comp_id,method,node,loop_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b5,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b6,0
52,java.util.ImmutableCollections$SetN$SetNIterator.next,b7,0
56,java.util.HashMap.putVal,b54,0
56,java.util.HashMap.putVal,b55,0
56,java.util.HashMap.putVal,b56,0
56,java.util.HashMap.putVal,b57,0
56,java.util.HashMap.putVal,b59,0
56,java.util.HashMap.putVal,b60,0
56,java.util.HashMap.putVal,b62,0
57,java.lang.String.equals,b14,0
57,java.lang.String.equals,b15,0
57,java.lang.String.equals,b16,0
66,java.util.HashMap.resize,b24,2
66,java.util.HashMap.resize,b25,2
66,java.util.HashMap.resize,b49,0
66,java.util.HashMap.resize,b50,0
66,java.util.HashMap.resize,b51,0
66,java.util.HashMap.resize,b52,0
66,java.util.HashMap.resize,b53,0
66,java.util.HashMap.resize,b54,0
66,java.util.HashMap.resize,b56,0
66,java.util.HashMap.resize,b59,0
66,java.util.HashMap.resize,b60,0
66,java.util.HashMap.resize,b61,0
66,java.util.HashMap.resize,b62,0
66,java.util.HashMap.resize,b63,1
66,java.util.HashMap.resize,b64,1
66,java.util.HashMap.resize,b65,1
66,java.util.HashMap.resize,b66,1
66,java.util.HashMap.resize,b67,1
66,java.util.HashMap.resize,b68,1
66,java.util.HashMap.resize,b69,1
66,java.util.HashMap.resize,b70,1
66,java.util.HashMap.resize,b71,1
66,java.util.HashMap.resize,b72,0
66,java.util.HashMap.resize,b73,0
66,java.util.HashMap.resize,b74,0
66,java.util.HashMap.resize,b75,0
66,java.util.HashMap.resize,b76,0
66,java.util.HashMap.resize,b77,0
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b19,0
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b20,0
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b22,1
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b23,1
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b25,2
80,jdk.internal.util.ArraysSupport.unsignedHashCode,b26,2
